,0,1,2
0,1.9999213943460006,2.7961716860156547,0.0
1,2.1660645150193867,3.066300299557315,0.0
2,1.7654164219872643,2.6862132943109147,0.0
3,1.980627731684843,2.910045976258329,0.0
4,2.044837693561641,2.9611663447711356,0.0
5,2.1156581319718977,2.955354486023906,0.0
6,1.6744744657086246,2.8402194657015043,0.0
7,2.0146085527638653,2.416170289580063,0.0
8,2.128810328130444,2.884391061531017,0.0
9,2.1013808700561794,2.821028364732409,0.0
10,2.100225635926512,2.7840459318214896,0.0
11,2.496903599337493,3.1038421593221694,0.0
12,1.853343185042108,3.1797151699445045,0.0
13,1.8430451338608418,2.960533985176321,0.0
14,1.9896905447691675,2.893199691943666,0.0
15,2.1307980255558245,3.018072161916828,0.0
16,1.881330096425503,2.9963772975413656,0.0
17,1.931904827425811,3.0990430427474505,0.0
18,2.0781485468841785,3.2290285275326442,0.0
19,1.995845449333704,3.038272277515264,0.0
20,2.267561147048781,2.9583245133046963,0.0
21,2.1201824583943742,2.7735649764701638,0.0
22,1.96517871292483,2.8686560945499187,0.0
23,2.159659243695408,3.1569782963377313,0.0
24,2.066473477400966,3.068700889970802,0.0
25,2.4624169590682796,3.194647545758306,1.0
26,4.148292695004416,4.490157517773923,1.0
27,2.2621810612918645,4.678646056567816,1.0
28,2.997109391459148,3.5922581191641267,1.0
29,3.021465927184664,5.030447526326529,1.0
30,1.2143470982898925,3.8992280916103246,1.0
31,1.9720295069502933,3.1937812820603,1.0
32,2.100436249853097,4.250650458745489,1.0
33,2.8203390006346702,3.51598807588993,1.0
34,3.073469270177777,4.633046094565896,1.0
35,3.3346052222394436,4.710047525089117,1.0
36,2.3725218618610597,3.3667578745258386,1.0
37,1.6191174636343875,4.041120131966958,1.0
38,3.8739630126832933,3.6671329168752314,1.0
39,2.519816099191377,3.7692875253529543,1.0
40,3.0072728559077158,4.133411324914267,1.0
41,2.2569233643599578,2.978671929166481,1.0
42,3.527020770255375,3.895006824424365,1.0
43,2.840758124516815,3.060603864420106,1.0
44,3.5092755652706966,4.027102089265309,1.0
45,2.5439650215671827,3.4543768119640244,1.0
46,2.5828406561157102,5.051960934603913,1.0
47,1.3039550093829575,4.191389220302402,1.0
48,3.1189120948428144,4.125986773878566,1.0
49,2.419698206152861,4.0812878960124,1.0
50,1.7469980868300141,3.6057827520268573,2.0
51,2.2801366007144397,4.138295233927616,2.0
52,0.9565337905707294,3.3715771993404586,2.0
53,1.0754919080697642,3.6115350301356632,2.0
54,1.6622991590662173,3.0673730300010793,2.0
55,1.5783042061230184,3.4841270149366212,2.0
56,1.0417323809963486,2.662925662857458,2.0
57,2.0353718543935155,3.7779732304942804,2.0
58,1.3027756097366496,3.3887142764988396,2.0
59,1.1485133504266014,3.194265564776306,2.0
60,1.1418270644283854,3.615591802584495,2.0
61,1.3724571153279461,3.4130485743426813,2.0
62,2.21820723179006,3.529863338542449,2.0
63,1.8095290148072771,2.2550406936769267,2.0
64,1.2146415625928102,3.3866630799482937,2.0
65,0.971262968147824,2.467343736815536,2.0
66,1.3946502769258398,3.4775631994836864,2.0
67,1.1087210485973735,3.7600224070894317,2.0
68,2.1756762638601908,2.6886473735927297,2.0
69,2.3051437925829696,3.848324463450112,2.0
70,0.9935797636423173,4.061006189876894,2.0
71,0.5296066405998995,3.2220474203501164,2.0
72,2.171476705497427,3.611409302099827,2.0
73,2.2513936376218786,4.0263971827506175,2.0
74,2.245587691426884,3.5997468124544163,2.0
75,2.837778095283507,2.419052431499451,3.0
76,1.1796883025220575,2.0962160621189407,3.0
77,2.4062279410457172,2.9438201422564028,3.0
78,2.942448853648338,2.02691431607787,3.0
79,3.310441791322268,2.7855017664867328,3.0
80,2.781934495861765,2.3194242985123847,3.0
81,3.8028811953022834,1.738913591807586,3.0
82,2.287410662569369,1.8957779106149593,3.0
83,2.848477280464608,3.408356475137583,3.0
84,3.445239450411716,3.567998849908202,3.0
85,3.2451774029446434,1.4245526484782196,3.0
86,4.065924576071279,2.183887895692994,3.0
87,2.5592576880931537,3.647809471208554,3.0
88,3.622314160852639,1.0804197799572788,3.0
89,3.322405690382942,0.304081773844604,3.0
90,2.1647273256477177,1.2590333373500215,3.0
91,2.4784232242568027,3.759475212652029,3.0
92,2.0210803587443205,2.8109896875075577,3.0
93,2.1788829888749803,2.5363029610104624,3.0
94,2.2339494187734674,2.215464256330323,3.0
95,3.2348845004985063,4.095955684977275,3.0
96,3.157036711607254,1.0248851787357058,3.0
97,2.6993298130884966,3.2212530424703143,3.0
98,4.07611860632025,0.6936265658499419,3.0
99,3.588377395097261,3.873026458870682,3.0
100,2.6401597715373013,1.508737775544111,3.0
101,2.2912694190083913,2.7159372003676316,3.0
102,2.880412447968208,1.9180433977377132,3.0
103,3.0034197560872666,1.5526740588175845,3.0
104,3.2948905454219837,4.046162168588358,3.0
105,3.278224783350441,2.103976532472316,3.0
106,2.852753610241423,1.8782675618649298,3.0
107,3.9924843295527657,1.8643190089920139,3.0
108,3.363257969086224,1.9764117146178584,3.0
109,3.925688090925119,4.027282397058689,3.0
110,3.3594982050508113,3.216031155175674,3.0
111,2.841295434678815,3.4677490681918646,3.0
112,3.306365120333147,1.3354602492137089,3.0
113,3.3675942875367197,4.742168823166769,3.0
114,2.862933880519173,1.9346002954996542,3.0
115,2.6410606156460146,3.034454575671154,3.0
116,2.590208105474901,3.5101471803455473,3.0
117,2.6259181616902816,3.65974428258866,3.0
118,2.7540324312699993,1.425495929699258,3.0
119,3.6600265177930447,1.0329667126557047,3.0
120,2.510515711494279,1.874552816689595,3.0
121,2.8322573888976406,1.3207495487126315,3.0
122,3.0987666984833293,2.7763092466422696,3.0
123,2.850794152553577,0.7759226799983157,3.0
124,3.783107940277091,2.4578344116803263,3.0
